Date,Open,High,Low,Close,Adj Close,Volume,Cryptocurrency
2019-08-15,0.2637070119380951,0.2682409882545471,0.2561120092868805,0.2648819983005523,0.2648819983005523,1342788578,Ripple
2019-08-16,0.2650749981403351,0.2654519975185394,0.2569769918918609,0.2619709968566894,0.2619709968566894,1133224404,Ripple
2019-08-17,0.2618849873542785,0.2680459916591644,0.2592520117759704,0.2657209932804107,0.2657209932804107,1004931822,Ripple
2019-08-18,0.2657139897346496,0.2887179851531982,0.2635790109634399,0.2826460003852844,0.2826460003852844,1216547019,Ripple
2019-08-19,0.2822900116443634,0.2890909910202026,0.278425008058548,0.2833279967308044,0.2833279967308044,1241578947,Ripple
2019-08-20,0.2831589877605438,0.2832410037517547,0.2734420001506805,0.2758060097694397,0.2758060097694397,1056822925,Ripple
2019-08-21,0.2757650017738342,0.2757650017738342,0.2606880068778991,0.2662610113620758,0.2662610113620758,1164536124,Ripple
2019-08-22,0.2658019959926605,0.2733420133590698,0.2619670033454895,0.2709439992904663,0.2709439992904663,1065712731,Ripple
2019-08-23,0.2705749869346618,0.2775680124759674,0.268559992313385,0.276544988155365,0.276544988155365,999419343,Ripple
2019-08-24,0.276542991399765,0.276542991399765,0.2675270140171051,0.2725529968738556,0.2725529968738556,934380519,Ripple
2019-08-25,0.2726120054721832,0.2749240100383758,0.2679539918899536,0.2700879871845245,0.2700879871845245,964693737,Ripple
2019-08-26,0.2699460089206695,0.2774319946765899,0.2685750126838684,0.2707880139350891,0.2707880139350891,1332395984,Ripple
2019-08-27,0.2708989977836609,0.271041989326477,0.2662160098552704,0.2696180045604706,0.2696180045604706,1028940804,Ripple
2019-08-28,0.269582986831665,0.2702929973602295,0.252947986125946,0.2574500143527984,0.2574500143527984,1275267910,Ripple
2019-08-29,0.2574610114097595,0.2610909938812256,0.2499510049819946,0.2570450007915497,0.2570450007915497,1279995807,Ripple
2019-08-30,0.2569510042667389,0.2573249936103821,0.2527340054512024,0.2562179863452911,0.2562179863452911,997071647,Ripple
2019-08-31,0.2561950087547302,0.2605069875717163,0.2554540038108825,0.2592040002346039,0.2592040002346039,845142390,Ripple
2019-09-01,0.2591710090637207,0.2596589922904968,0.2543059885501861,0.2580539882183075,0.2580539882183075,825579908,Ripple
2019-09-02,0.2580640017986297,0.2624650001525879,0.2543829977512359,0.2608200013637543,0.2608200013637543,1044772829,Ripple
2019-09-03,0.2608380019664764,0.2652789950370788,0.2581630051136017,0.263139009475708,0.263139009475708,1162545093,Ripple
2019-09-04,0.2631849944591522,0.2631849944591522,0.258212000131607,0.2599050104618072,0.2599050104618072,1068332805,Ripple
2019-09-05,0.2599120140075683,0.2607069909572601,0.2549600005149841,0.2563459873199463,0.2563459873199463,1050490375,Ripple
2019-09-06,0.2562690079212188,0.259332001209259,0.250804990530014,0.2523399889469147,0.2523399889469147,1063044201,Ripple
2019-09-07,0.2524110078811645,0.2624880075454712,0.2512730062007904,0.260686993598938,0.260686993598938,962765309,Ripple
2019-09-08,0.2607769966125488,0.2649730145931244,0.2592700123786926,0.2630839943885803,0.2630839943885803,1043077809,Ripple
2019-09-09,0.263247013092041,0.2636939883232116,0.2576430141925812,0.2595619857311249,0.2595619857311249,1157441363,Ripple
2019-09-10,0.25968998670578,0.2636489868164062,0.2561050057411194,0.2586709856986999,0.2586709856986999,975503111,Ripple
2019-09-11,0.2586919963359833,0.2598319947719574,0.2534010112285614,0.2559559941291809,0.2559559941291809,992565704,Ripple
2019-09-12,0.2559730112552643,0.2570149898529053,0.2525550127029419,0.2548109889030456,0.2548109889030456,974717877,Ripple
2019-09-13,0.2547950148582458,0.2563259899616241,0.2531369924545288,0.2555510103702545,0.2555510103702545,869481607,Ripple
2019-09-14,0.2554849982261657,0.264492005109787,0.2548480033874511,0.2611669898033142,0.2611669898033142,1005057194,Ripple
2019-09-15,0.2611699998378753,0.2648580074310303,0.2597140073776245,0.2616280019283294,0.2616280019283294,859761210,Ripple
2019-09-16,0.2615740001201629,0.2639229893684387,0.2591809928417206,0.2609519958496094,0.2609519958496094,878264190,Ripple
2019-09-17,0.2608619928359985,0.2945559918880462,0.2603079974651336,0.2850129902362823,0.2850129902362823,1981364786,Ripple
2019-09-18,0.2841629981994629,0.3220340013504028,0.2839210033416748,0.3137759864330292,0.3137759864330292,2548478917,Ripple
2019-09-19,0.3137399852275848,0.3138140141963959,0.2870509922504425,0.3024410009384155,0.3024410009384155,2314376584,Ripple
2019-09-20,0.3024550080299377,0.3024550080299377,0.2887290120124817,0.2944700121879577,0.2944700121879577,1558069366,Ripple
2019-09-21,0.2944560050964355,0.2975730001926422,0.2877750098705292,0.2894429862499237,0.2894429862499237,1266771269,Ripple
2019-09-22,0.2894600033760071,0.2896730005741119,0.2743160128593445,0.2789309918880462,0.2789309918880462,1242282758,Ripple
2019-09-23,0.2786020040512085,0.2861140072345733,0.2685750126838684,0.2686749994754791,0.2686749994754791,1484938724,Ripple
2019-09-24,0.2686859965324402,0.2728680074214935,0.2270520031452179,0.2352260053157806,0.2352260053157806,2114210733,Ripple
2019-09-25,0.2354830056428909,0.2489620000123977,0.2349060028791427,0.2464410066604614,0.2464410066604614,1800796894,Ripple
2019-09-26,0.2464479953050613,0.2504569888114929,0.2340369969606399,0.2437839955091476,0.2437839955091476,1387714462,Ripple
2019-09-27,0.2437119930982589,0.2463060021400451,0.236744999885559,0.2440209984779358,0.2440209984779358,1277746422,Ripple
2019-09-28,0.2440229952335357,0.2450470030307769,0.2407539933919906,0.2425709962844848,0.2425709962844848,978211509,Ripple
2019-09-29,0.2425920069217682,0.2433480024337768,0.2375440001487732,0.2413879930973053,0.2413879930973053,931369885,Ripple
2019-09-30,0.2413830012083053,0.2601459920406341,0.238319993019104,0.2559329867362976,0.2559329867362976,1662002377,Ripple
2019-10-01,0.2562130093574524,0.2605260014533996,0.2478429973125457,0.2495650053024292,0.2495650053024292,1319433697,Ripple
2019-10-02,0.2496179938316345,0.2548840045928955,0.2467910051345825,0.2535389959812164,0.2535389959812164,1093145013,Ripple
2019-10-03,0.2534570097923279,0.2535029947757721,0.2443660050630569,0.2478599995374679,0.2478599995374679,1043933395,Ripple
2019-10-04,0.2479240000247955,0.2562470138072967,0.2474250048398971,0.2539350092411041,0.2539350092411041,1078860456,Ripple
2019-10-05,0.2536079883575439,0.256505012512207,0.2493840008974075,0.2534570097923279,0.2534570097923279,944304199,Ripple
2019-10-06,0.2534340023994446,0.2577050030231476,0.2523410022258758,0.2577050030231476,0.2577050030231476,965338466,Ripple
2019-10-07,0.2575699985027313,0.279092013835907,0.2556270062923431,0.2756850123405456,0.2756850123405456,1938984643,Ripple
2019-10-08,0.2758289873600006,0.2835690081119537,0.2717440128326416,0.2784590125083923,0.2784590125083923,1518125769,Ripple
2019-10-09,0.2783919870853424,0.2837249934673309,0.2749150097370147,0.2816269993782043,0.2816269993782043,1579225264,Ripple
